IDFR;DT_REF;IN_EVS;EST_CVL;CLS_GNR;RGAO_GEO;SGM_CLI;VL_SLR_MSL;QT_PRD_COM_BB;TMP_RLC_COM_BB;CTGR_MC_EPGR;RAMO_MC_EPGR;NM_CTRA;VL_CST_SVR;FXA_IDD;QT_RCLM_CLI;PRI_ATDT_CLI
9907;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;4.0;720.0;3.0;0.0;VAREJO;INDUSTRIA;NEGOCIAL;12.41;10-19;;0.0
4754;2023-11-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;1470.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;16.66;10-19;;0.0
916;2023-12-01;;;;;;;;;;;OUTROS;;;;
1229;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;3220.0;3.0;7.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;20.62;20-29;0.0;0.0
383;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;2730.0;3.0;10.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;20.1;30-39;;0.0
8798;2023-10-01;0.0;CASADO;M;NORTE;3.0;3060.0;7.0;3.0;ATACADO;SERVICOS;NEGOCIAL;8.14;70-79;;0.0
6586;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;2460.0;5.0;8.0;ATACADO;INDUSTRIA;NEGOCIAL;91.97;20-29;;0.0
3568;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;2.0;4380.0;10.0;18.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;57.1;40-49;;0.0
6404;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3620.0;3.0;3.0;ATACADO;COMERCIO;EXCLUSIVO_B;23.38;30-39;1.0;1.0
8513;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3480.0;10.0;9.0;VAREJO;SERVICOS;PRIVATE;48.04;30-39;;0.0
4691;2023-11-01;;;;;;;;;;;OUTROS;;;;
8683;2023-12-01;0.0;CASADO;F;SUL;4.0;4510.0;6.0;24.0;ATACADO;SERVICOS;PERSONALIZADO;31.15;50-59;;0.0
6095;2023-12-01;0.0;SOLTEIRO;M;NORTE;4.0;1710.0;15.0;6.0;ATACADO;COMERCIO;NEGOCIAL;34.29;20-29;;0.0
10631;2023-11-01;;;;;;;17.0;47.0;ATACADO;SERVICOS;NEGOCIAL;192.88;;;
10632;2023-11-01;0.0;CASADO;F;NORDESTE;4.0;2040.0;5.0;0.0;ATACADO;SERVICOS;NEGOCIAL;21.07;50-59;;0.0
10903;2023-12-01;;;;;;;4.0;12.0;ATACADO;INDUSTRIA;NEGOCIAL;11.33;;;
7874;2023-11-01;1.0;CASADO;M;NORDESTE;4.0;2490.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;84.89;40-49;;0.0
7328;2023-12-01;1.0;SOLTEIRO;F;SUL;4.0;3510.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;83.5;30-39;0.0;0.0
1189;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2390.0;3.0;13.0;ATACADO;COMERCIO;NEGOCIAL;11.13;40-49;0.0;0.0
10089;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;4180.0;8.0;13.0;ATACADO;INDUSTRIA;EXCLUSIVO_A;35.44;30-39;;0.0
990;2023-11-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;2340.0;4.0;2.0;ATACADO;COMERCIO;NEGOCIAL;71.01;20-29;;0.0
10712;2023-10-01;0.0;CASADO;M;NORDESTE;1.0;5750.0;21.0;38.0;ATACADO;SERVICOS;EXCLUSIVO_A;261.78;50-59;;0.0
10702;2023-12-01;;;;;;;23.0;10.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;159.31;;;
5373;2023-11-01;;;;;;;12.0;28.0;ATACADO;SERVICOS;NEGOCIAL;265.4;;;
11074;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;1.0;4140.0;15.0;11.0;ATACADO;SERVICOS;PRIVATE;77.47;30-39;;0.0
10252;2023-10-01;0.0;SOLTEIRO;M;NORTE;3.0;2760.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;8.5;20-29;;0.0
10003;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;2330.0;17.0;12.0;ATACADO;INDUSTRIA;PRIVATE;28.62;50-59;0.0;0.0
11386;2023-10-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1370.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;5.61;20-29;;0.0
5170;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;2.0;6650.0;7.0;12.0;ATACADO;INDUSTRIA;NEGOCIAL;30.56;30-39;;0.0
2809;2023-11-01;;;;;;;;;;;OUTROS;;;;
6165;2023-12-01;;;;;;;15.0;57.0;ATACADO;SERVICOS;EXCLUSIVO_A;261.03;;;
6555;2023-12-01;0.0;SOLTEIRO;F;SUL;3.0;4210.0;3.0;21.0;ATACADO;INDUSTRIA;NEGOCIAL;17.62;40-49;38.0;1.0
5078;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2620.0;4.0;15.0;ATACADO;INDUSTRIA;NEGOCIAL;29.58;40-49;;0.0
6762;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;1.0;7180.0;12.0;18.0;VAREJO;SERVICOS;PRIVATE;269.19;50-59;;0.0
1335;2023-11-01;0.0;CASADO;M;SUDESTE;4.0;2310.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;28.19;20-29;;0.0
220;2023-12-01;0.0;SOLTEIRO;F;NORTE;4.0;850.0;8.0;1.0;ATACADO;SERVICOS;EXCLUSIVO_A;28.52;30-39;;0.0
3858;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;2.0;3250.0;4.0;0.0;VAREJO;COMERCIO;NEGOCIAL;8.52;30-39;;0.0
6156;2023-10-01;1.0;SOLTEIRO;M;CENTRO-OESTE;3.0;2090.0;2.0;10.0;ATACADO;COMERCIO;NEGOCIAL;5.61;30-39;;0.0
7167;2023-12-01;0.0;SOLTEIRO;M;NORTE;3.0;2950.0;5.0;17.0;VAREJO;SERVICOS;NEGOCIAL;22.55;40-49;;0.0
687;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;1370.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;17.28;50-59;;0.0
1646;2023-11-01;;;;;;;;;;;OUTROS;;;;
1542;2023-11-01;0.0;CASADO;M;CENTRO-OESTE;2.0;5150.0;7.0;23.0;VAREJO;SERVICOS;ESTILO_A;108.23;40-49;;0.0
3637;2023-12-01;0.0;CASADO;M;NORDESTE;2.0;3790.0;19.0;23.0;ATACADO;SERVICOS;NEGOCIAL;199.18;40-49;;0.0
9761;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;2.0;6010.0;12.0;1.0;ATACADO;SERVICOS;NEGOCIAL;57.16;40-49;;0.0
2839;2023-12-01;1.0;SOLTEIRO;M;NORDESTE;4.0;2070.0;10.0;11.0;VAREJO;INDUSTRIA;NEGOCIAL;67.39;30-39;;0.0
5266;2023-10-01;0.0;VIUVO;F;SUDESTE;1.0;8050.0;35.0;40.0;ATACADO;SERVICOS;NEGOCIAL;140.96;80-89;;0.0
5391;2023-12-01;;;;;;;;;;;OUTROS;;;;
3562;2023-12-01;1.0;CASADO;M;SUDESTE;3.0;3690.0;5.0;29.0;ATACADO;SERVICOS;NEGOCIAL;12.98;50-59;;0.0
7882;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;1840.0;1.0;0.0;ATACADO;COMERCIO;NEGOCIAL;4.49;20-29;;0.0
86;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;2.0;8130.0;4.0;19.0;ATACADO;INDUSTRIA;NEGOCIAL;15.8;40-49;;0.0
3376;2023-11-01;;;;;;;;;;;OUTROS;;;;
7056;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3570.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;21.04;20-29;;0.0
8428;2023-10-01;;;;;;;9.0;23.0;ATACADO;SERVICOS;PERSONALIZADO;95.56;;;
7452;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2450.0;5.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;146.29;40-49;;0.0
1620;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;2.0;2770.0;3.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;16.62;30-39;;0.0
10938;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;2410.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;19.97;20-29;0.0;0.0
7148;2023-10-01;1.0;SOLTEIRO;M;SUDESTE;4.0;1470.0;4.0;8.0;ATACADO;SERVICOS;NEGOCIAL;5.71;20-29;;0.0
2098;2023-10-01;;;;;;;;;;;OUTROS;;;;
3308;2023-11-01;0.0;SEPARADO;F;SUL;4.0;1680.0;3.0;13.0;ATACADO;SERVICOS;NEGOCIAL;11.91;50-59;;0.0
4070;2023-10-01;;;;;;;43.0;22.0;ATACADO;SERVICOS;NEGOCIAL;263.06;;;
3187;2023-11-01;1.0;CASADO;M;CENTRO-OESTE;2.0;6570.0;3.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.13;50-59;0.0;0.0
4101;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;1.0;9750.0;12.0;12.0;ATACADO;SERVICOS;NEGOCIAL;94.45;50-59;;0.0
296;2023-10-01;0.0;CASADO;F;SUDESTE;4.0;830.0;6.0;1.0;VAREJO;SERVICOS;NEGOCIAL;20.43;50-59;;0.0
6566;2023-11-01;0.0;SOLTEIRO;M;SUL;4.0;2130.0;8.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;132.05;20-29;0.0;0.0
7348;2023-11-01;0.0;CASADO;F;CENTRO-OESTE;2.0;4190.0;12.0;22.0;VAREJO;INDUSTRIA;ESTILO_A;82.69;40-49;;0.0
11097;2023-12-01;0.0;SOLTEIRO;F;SUL;2.0;7270.0;9.0;14.0;VAREJO;SERVICOS;PERSONALIZADO;151.11;40-49;;0.0
7587;2023-10-01;;;;;;;40.0;25.0;ATACADO;INDUSTRIA;NEGOCIAL;170.36;;;
9169;2023-11-01;;;;;;;16.0;16.0;VAREJO;SERVICOS;ESTILO_A;221.11;;;
5455;2023-12-01;;;;;;;3.0;7.0;ATACADO;COMERCIO;EXCLUSIVO_B;13.74;;;
6943;2023-11-01;1.0;SOLTEIRO;M;NORTE;2.0;5750.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;15.0;30-39;;0.0
1829;2023-11-01;1.0;SOLTEIRO;F;SUL;3.0;2570.0;3.0;3.0;VAREJO;SERVICOS;EXCLUSIVO_B;37.12;30-39;;0.0
9837;2023-12-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;2290.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.13;30-39;;0.0
4932;2023-12-01;;;;;;;22.0;23.0;ATACADO;SERVICOS;NEGOCIAL;293.64;;;
8342;2023-10-01;0.0;SEPARADO;F;SUL;3.0;2020.0;7.0;1.0;ATACADO;COMERCIO;NEGOCIAL;29.49;30-39;;0.0
11390;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;5170.0;15.0;1.0;ATACADO;INDUSTRIA;NEGOCIAL;107.66;30-39;;0.0
10927;2023-11-01;;;;;;;5.0;13.0;ATACADO;SERVICOS;NEGOCIAL;11.64;;;
246;2023-10-01;1.0;CASADO;M;SUDESTE;3.0;3250.0;5.0;14.0;ATACADO;INDUSTRIA;NEGOCIAL;53.32;30-39;;0.0
7833;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;2.0;4370.0;4.0;5.0;ATACADO;INDUSTRIA;NEGOCIAL;26.63;20-29;;0.0
7114;2023-12-01;0.0;SEPARADO;M;NORDESTE;3.0;600.0;3.0;10.0;VAREJO;SERVICOS;EXCLUSIVO_A;30.21;40-49;;0.0
1056;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;2.0;5020.0;5.0;8.0;ATACADO;SERVICOS;NEGOCIAL;131.28;30-39;3.0;0.0
8228;2023-10-01;;;;;;;;;;;OUTROS;;;;
7309;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;3450.0;9.0;20.0;ATACADO;INDUSTRIA;NEGOCIAL;21.49;30-39;;0.0
6625;2023-11-01;1.0;SOLTEIRO;F;SUL;3.0;2170.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.35;20-29;;0.0
349;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;5160.0;12.0;23.0;ATACADO;SERVICOS;NEGOCIAL;106.73;70-79;;0.0
1139;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;1.0;2380.0;10.0;36.0;ATACADO;SERVICOS;NEGOCIAL;293.56;60-69;;0.0
8127;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2100.0;8.0;0.0;VAREJO;INDUSTRIA;NEGOCIAL;111.17;30-39;;0.0
749;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1480.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;46.42;40-49;;0.0
1464;2023-11-01;0.0;CASADO;F;SUDESTE;1.0;1590.0;18.0;26.0;ATACADO;SERVICOS;NEGOCIAL;285.2;60-69;;0.0
8084;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;3.0;1700.0;4.0;2.0;VAREJO;SERVICOS;NEGOCIAL;11.35;20-29;;0.0
5479;2023-11-01;1.0;CASADO;M;SUL;4.0;860.0;3.0;7.0;ATACADO;SERVICOS;NEGOCIAL;11.13;70-79;;0.0
10378;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3920.0;7.0;18.0;VAREJO;INDUSTRIA;NEGOCIAL;67.56;40-49;;0.0
8861;2023-12-01;;;;;;;9.0;10.0;ATACADO;COMERCIO;ESTILO_A;109.66;;;
4042;2023-12-01;1.0;SOLTEIRO;F;SUDESTE;4.0;3760.0;7.0;3.0;ATACADO;COMERCIO;ESTILO_B;14.81;40-49;;0.0
6951;2023-12-01;;;;;;;9.0;16.0;ATACADO;SERVICOS;NEGOCIAL;252.39;;;
10346;2023-12-01;0.0;CASADO;M;SUDESTE;4.0;370.0;5.0;13.0;VAREJO;SERVICOS;NEGOCIAL;168.28;40-49;;0.0
10526;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1390.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;16.89;20-29;;0.0
5204;2023-12-01;;;;;;;6.0;0.0;ATACADO;SERVICOS;NEGOCIAL;16.36;;;
9967;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;4.0;2780.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;15.31;20-29;;0.0
1893;2023-10-01;1.0;SOLTEIRO;M;NORDESTE;4.0;1400.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;109.81;30-39;;0.0
3908;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;4240.0;19.0;40.0;ATACADO;SERVICOS;NEGOCIAL;200.04;50-59;;0.0
6776;2023-11-01;;;;;;;3.0;26.0;ATACADO;SERVICOS;NEGOCIAL;11.13;;;
3727;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;4.0;1200.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;5.58;10-19;;0.0
6898;2023-10-01;0.0;SOLTEIRO;F;SUL;1.0;2930.0;20.0;36.0;ATACADO;SERVICOS;NEGOCIAL;109.23;60-69;;0.0
3548;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;3.0;2180.0;6.0;5.0;ATACADO;INDUSTRIA;NEGOCIAL;38.68;30-39;7.0;1.0
51;2023-10-01;0.0;VIUVO;F;NORDESTE;1.0;5770.0;10.0;16.0;ATACADO;SERVICOS;NEGOCIAL;265.88;80-89;2.0;1.0
10284;2023-10-01;1.0;SOLTEIRO;F;SUDESTE;4.0;3170.0;9.0;13.0;VAREJO;SERVICOS;NEGOCIAL;6.06;30-39;;0.0
927;2023-10-01;1.0;SOLTEIRO;F;SUDESTE;4.0;1540.0;5.0;3.0;ATACADO;COMERCIO;NEGOCIAL;39.62;20-29;;0.0
11351;2023-11-01;;;;;;;;;;;OUTROS;;;;
2617;2023-12-01;0.0;CASADO;M;SUL;3.0;7190.0;6.0;14.0;ATACADO;SERVICOS;NEGOCIAL;12.77;30-39;;0.0
1058;2023-11-01;1.0;CASADO;M;SUL;4.0;630.0;3.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.13;70-79;0.0;0.0
11231;2023-11-01;;;;;;;11.0;19.0;VAREJO;SERVICOS;NEGOCIAL;135.08;;;
8454;2023-11-01;1.0;SOLTEIRO;F;SUL;2.0;6660.0;3.0;11.0;VAREJO;SERVICOS;NEGOCIAL;11.13;20-29;0.0;0.0
8160;2023-10-01;;;;;;;25.0;52.0;ATACADO;SERVICOS;NEGOCIAL;256.5;;;
5649;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2000.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;14.71;30-39;;0.0
232;2023-10-01;1.0;SOLTEIRO;F;SUL;3.0;2540.0;5.0;9.0;ATACADO;COMERCIO;NEGOCIAL;24.31;20-29;;0.0
8399;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;2440.0;4.0;12.0;ATACADO;COMERCIO;NEGOCIAL;28.0;30-39;;0.0
4261;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;1640.0;3.0;23.0;VAREJO;SERVICOS;NEGOCIAL;13.91;40-49;;0.0
11285;2023-12-01;1.0;SOLTEIRO;F;SUL;4.0;1840.0;3.0;20.0;VAREJO;SERVICOS;NEGOCIAL;97.59;50-59;;0.0
8423;2023-10-01;;;;;;;13.0;68.0;ATACADO;SERVICOS;NEGOCIAL;137.79;;;
8689;2023-10-01;0.0;VIUVO;M;SUL;1.0;200.0;14.0;28.0;VAREJO;SERVICOS;EXCLUSIVO_A;124.85;60-69;;0.0
9912;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2260.0;7.0;1.0;ATACADO;INDUSTRIA;ESTILO_A;28.52;20-29;;0.0
5897;2023-12-01;0.0;SOLTEIRO;F;NORDESTE;1.0;9880.0;8.0;13.0;ATACADO;SERVICOS;PRIVATE;141.04;30-39;;0.0
8229;2023-11-01;0.0;CASADO;F;CENTRO-OESTE;4.0;2150.0;6.0;21.0;VAREJO;SERVICOS;NEGOCIAL;38.0;40-49;;0.0
5951;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1530.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;66.2;20-29;;0.0
2896;2023-11-01;0.0;SOLTEIRO;M;SUL;2.0;4820.0;11.0;8.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;31.36;40-49;1.0;1.0
5004;2023-11-01;0.0;SOLTEIRO;F;SUL;4.0;1790.0;4.0;0.0;VAREJO;INDUSTRIA;EXCLUSIVO_B;54.61;10-19;;0.0
10852;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;4.0;510.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;240.11;10-19;;0.0
659;2023-12-01;;;;;;;;;;;OUTROS;;;;
9647;2023-11-01;0.0;SOLTEIRO;F;CENTRO-OESTE;3.0;2330.0;8.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;57.22;20-29;;0.0
5254;2023-10-01;0.0;CASADO;M;SUDESTE;2.0;3850.0;8.0;24.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;105.48;50-59;0.0;0.0
6894;2023-12-01;0.0;CASADO;M;SUDESTE;3.0;4710.0;4.0;18.0;ATACADO;COMERCIO;NEGOCIAL;14.69;50-59;;0.0
1963;2023-12-01;;;;;;;13.0;28.0;VAREJO;SERVICOS;NEGOCIAL;297.49;;;
1792;2023-11-01;1.0;CASADO;M;SUDESTE;2.0;8490.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;18.18;30-39;;0.0
4676;2023-10-01;0.0;SOLTEIRO;F;SUL;4.0;740.0;2.0;0.0;ATACADO;COMERCIO;NEGOCIAL;0.05;10-19;;0.0
7806;2023-12-01;0.0;CASADO;M;NORDESTE;2.0;7660.0;18.0;47.0;ATACADO;SERVICOS;NEGOCIAL;275.27;60-69;4.0;1.0
1671;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;4.0;940.0;3.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.13;20-29;;0.0
265;2023-10-01;0.0;SOLTEIRO;F;SUL;3.0;2710.0;11.0;12.0;ATACADO;SERVICOS;NEGOCIAL;37.09;40-49;;0.0
5983;2023-12-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1210.0;5.0;0.0;ATACADO;COMERCIO;NEGOCIAL;100.63;20-29;0.0;0.0
8688;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;2820.0;4.0;13.0;VAREJO;INDUSTRIA;NEGOCIAL;45.25;30-39;;0.0
10197;2023-12-01;;;;;;;4.0;7.0;ATACADO;COMERCIO;NEGOCIAL;11.41;;;
1055;2023-12-01;0.0;CASADO;M;SUL;1.0;3650.0;13.0;23.0;ATACADO;SERVICOS;NEGOCIAL;223.64;80-89;;0.0
10112;2023-10-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1070.0;4.0;12.0;ATACADO;SERVICOS;NEGOCIAL;5.66;40-49;;0.0
7622;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2440.0;4.0;20.0;VAREJO;SERVICOS;NEGOCIAL;62.47;40-49;;0.0
5785;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;2.0;4540.0;16.0;2.0;VAREJO;SERVICOS;ESTILO_A;40.93;30-39;0.0;0.0
402;2023-12-01;;;;;;;15.0;21.0;ATACADO;INDUSTRIA;EXCLUSIVO_A;233.23;;;
4971;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;490.0;6.0;0.0;VAREJO;SERVICOS;NEGOCIAL;293.69;20-29;;0.0
1619;2023-12-01;0.0;SOLTEIRO;M;SUL;1.0;800.0;31.0;21.0;ATACADO;SERVICOS;EXCLUSIVO_A;165.61;50-59;;0.0
6515;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;4.0;1000.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;31.52;20-29;;0.0
969;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;3.0;1640.0;8.0;13.0;ATACADO;COMERCIO;NEGOCIAL;42.62;20-29;0.0;0.0
4871;2023-10-01;1.0;SOLTEIRO;F;NORTE;3.0;2430.0;12.0;6.0;VAREJO;SERVICOS;EXCLUSIVO_B;20.02;30-39;1.0;1.0
7634;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;2.0;4680.0;11.0;27.0;ATACADO;SERVICOS;NEGOCIAL;209.45;60-69;0.0;0.0
1349;2023-11-01;0.0;SOLTEIRO;M;SUL;4.0;670.0;3.0;1.0;ATACADO;COMERCIO;NEGOCIAL;32.29;10-19;;0.0
4395;2023-12-01;1.0;CASADO;M;SUDESTE;3.0;2340.0;4.0;11.0;VAREJO;SERVICOS;NEGOCIAL;11.17;70-79;1.0;1.0
4396;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3230.0;6.0;17.0;VAREJO;SERVICOS;NEGOCIAL;58.54;30-39;;0.0
5631;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;2000.0;4.0;3.0;VAREJO;COMERCIO;NEGOCIAL;51.22;20-29;0.0;0.0
9344;2023-10-01;1.0;CASADO;M;SUL;2.0;3770.0;6.0;12.0;VAREJO;COMERCIO;NEGOCIAL;8.33;40-49;1.0;0.0
6211;2023-10-01;0.0;SOLTEIRO;M;SUDESTE;4.0;2260.0;3.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;12.91;20-29;;0.0
9689;2023-12-01;;;;;;;10.0;10.0;ATACADO;SERVICOS;NEGOCIAL;219.92;;;
10902;2023-10-01;0.0;CASADO;M;SUL;1.0;6470.0;23.0;42.0;ATACADO;SERVICOS;NEGOCIAL;164.99;80-89;;0.0
6739;2023-11-01;;;;;;;;;;;OUTROS;;;;
2858;2023-11-01;;;;;;;;;;;OUTROS;;;;
734;2023-11-01;0.0;CASADO;M;NORDESTE;4.0;600.0;5.0;12.0;ATACADO;SERVICOS;NEGOCIAL;11.69;80-89;0.0;0.0
6853;2023-10-01;;;;;;;21.0;13.0;VAREJO;SERVICOS;INVESTIDOR;113.14;;;
845;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;2160.0;5.0;6.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;18.8;20-29;;0.0
5794;2023-12-01;;;;;;;;;;;OUTROS;;;;
3990;2023-11-01;0.0;SOLTEIRO;M;SUL;3.0;3630.0;9.0;12.0;ATACADO;COMERCIO;NEGOCIAL;123.68;40-49;;0.0
4107;2023-12-01;1.0;SOLTEIRO;M;SUL;2.0;5760.0;4.0;13.0;ATACADO;INDUSTRIA;NEGOCIAL;22.1;30-39;4.0;1.0
1716;2023-10-01;1.0;SOLTEIRO;F;SUL;3.0;2380.0;7.0;5.0;VAREJO;SERVICOS;NEGOCIAL;5.92;20-29;5.0;1.0
2577;2023-11-01;0.0;SOLTEIRO;F;SUL;4.0;700.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;239.9;10-19;;0.0
6293;2023-12-01;1.0;SOLTEIRO;F;SUL;3.0;4580.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;11.35;20-29;;0.0
8685;2023-12-01;1.0;CASADO;F;SUDESTE;3.0;2690.0;8.0;14.0;ATACADO;SERVICOS;NEGOCIAL;65.3;30-39;;0.0
1297;2023-11-01;;;;;;;10.0;11.0;VAREJO;SERVICOS;NEGOCIAL;108.67;;;
7166;2023-12-01;0.0;SOLTEIRO;M;SUL;3.0;6330.0;11.0;9.0;ATACADO;INDUSTRIA;NEGOCIAL;166.23;20-29;;0.0
4324;2023-11-01;0.0;CASADO;F;NORTE;2.0;1950.0;7.0;10.0;ATACADO;COMERCIO;NEGOCIAL;36.2;30-39;;0.0
6010;2023-11-01;0.0;CASADO;M;SUDESTE;3.0;1860.0;11.0;12.0;ATACADO;SERVICOS;NEGOCIAL;39.94;40-49;;0.0
6220;2023-10-01;0.0;CASADO;M;SUDESTE;4.0;770.0;4.0;24.0;ATACADO;INDUSTRIA;NEGOCIAL;9.12;50-59;;0.0
9323;2023-11-01;;;;;;;14.0;44.0;ATACADO;SERVICOS;NEGOCIAL;214.38;;;
8963;2023-11-01;0.0;SOLTEIRO;F;SUL;4.0;1080.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;15.41;20-29;;0.0
485;2023-11-01;1.0;SOLTEIRO;M;NORDESTE;2.0;3540.0;4.0;0.0;VAREJO;INDUSTRIA;NEGOCIAL;11.37;30-39;;0.0
8062;2023-10-01;0.0;SEPARADO;M;NORDESTE;2.0;9780.0;11.0;17.0;ATACADO;SERVICOS;NEGOCIAL;32.84;30-39;;0.0
3812;2023-11-01;1.0;SOLTEIRO;F;SUL;2.0;5500.0;3.0;8.0;VAREJO;INDUSTRIA;NEGOCIAL;11.13;30-39;;0.0
403;2023-10-01;0.0;CASADO;M;CENTRO-OESTE;4.0;2100.0;6.0;26.0;VAREJO;SERVICOS;NEGOCIAL;16.56;40-49;;0.0
9766;2023-11-01;;;;;;;16.0;22.0;ATACADO;SERVICOS;NEGOCIAL;261.12;;;
